source_object,fields,field_name,uuid_alias_foreign_key,date_format,field_data_type,is_priority,secondary_date_sort_field,date_timezone,is_date,uuid_lookup_field_object,name,s3_path,source_namespace,is_primary_modified_date,pensieve_name,description,is_primary_id,uuid_lookup_exists_required,checksum_ignore,uuid_alias_field_name,priority_rank,query,uuid_lookup_field_namespace,deleted_marker,uuid_lookup_field_name
,"[{'name': 'CALENDAR_DATE', 'primary': True, 'type': 'date'}, {'name': 'CALENDAR_DAY_LONG_NAME', 'type': 'varchar(9)'}, {'name': 'CALENDAR_DAY_SHORT_NAME', 'type': 'varchar(3)'}, {'name': 'CALENDAR_DAY_OF_WEEK_NUM', 'type': 'integer'}, {'name': 'CALENDAR_DAY_OF_MONTH_NUM', 'type': 'integer'}, {'name': 'CALENDAR_DAY_OF_YEAR_NUM', 'type': 'integer'}, {'name': 'CALENDAR_DAY_OF_CALENDAR_NUM', 'type': 'integer'}, {'name': 'CALENDAR_MONTH_END_IND', 'type': 'varchar(1)'}, {'name': 'CALENDAR_MONTH_YEAR_TXT', 'type': 'varchar(10)'}, {'name': 'CALENDAR_MONTH_LONG_NAME', 'type': 'varchar(9)'}, {'name': 'CALENDAR_MONTH_SHORT_NAME', 'type': 'varchar(3)'}, {'name': 'CALENDAR_MONTH_OF_QUARTER_NUM', 'type': 'integer'}, {'name': 'CALENDAR_MONTH_OF_YEAR_NUM', 'type': 'integer'}, {'name': 'CALENDAR_MONTH_OF_CALENDAR_NUM', 'type': 'integer'}, {'name': 'CALENDAR_QUARTER_OF_YEAR_NUM', 'type': 'integer'}, {'name': 'CALENDAR_QUARTER_OF_CALENDAR_NUM', 'type': 'integer'}, {'name': 'CALENDAR_WEEKDAY_OF_MONTH_NUM', 'type': 'integer'}, {'name': 'CALENDAR_WEEK_OF_MONTH_NUM', 'type': 'integer'}, {'name': 'CALENDAR_WEEK_OF_YEAR_NUM', 'type': 'integer'}, {'name': 'CALENDAR_WEEK_OF_CALENDAR_NUM', 'type': 'integer'}, {'name': 'CALENDAR_YEAR_OF_CALENDAR_NUM', 'type': 'integer'}, {'name': 'FISCAL_CALENDAR_DATE', 'type': 'date'}, {'name': 'FISCAL_MONTH_END_IND', 'type': 'varchar(1)'}, {'name': 'FISCAL_MONTH_END_DATE', 'type': 'date'}, {'name': 'FISCAL_MONTH_LONG_NAME', 'type': 'varchar(20)'}, {'name': 'FISCAL_MONTH_SHORT_NAME', 'type': 'varchar(7)'}, {'name': 'FISCAL_MONTH_NUM', 'type': 'integer'}, {'name': 'FISCAL_MONTH_WEEK_NUM', 'type': 'integer'}, {'name': 'FISCAL_QUARTER_END_IND', 'type': 'varchar(1)'}, {'name': 'FISCAL_QUARTER_LONG_NAME', 'type': 'varchar(15)'}, {'name': 'FISCAL_QUARTER_SHORT_NAME', 'type': 'varchar(7)'}, {'name': 'FISCAL_QUARTER_NUM', 'type': 'integer'}, {'name': 'FISCAL_WEEK_END_IND', 'type': 'varchar(1)'}, {'name': 'FISCAL_WEEK_END_DATE', 'type': 'date'}, {'name': 'FISCAL_YEAR_END_IND', 'type': 'varchar(1)'}, {'name': 'FISCAL_YEAR_NUM', 'type': 'integer'}, {'name': 'FISCAL_YEAR_DAY_NUM', 'type': 'integer'}, {'name': 'FISCAL_YEAR_WEEK_NUM', 'type': 'integer'}, {'name': 'PRIOR_YEAR_SAME_DATE', 'type': 'date'}, {'name': 'PRIOR_YEAR_DATE', 'type': 'date'}, {'name': 'RELATIVE_CALENDAR_DAY_NUM', 'type': 'integer'}, {'name': 'RELATIVE_FISCAL_MONTH_NUM', 'type': 'integer'}, {'name': 'RELATIVE_FISCAL_YEAR_NUM', 'type': 'integer'}, {'name': 'LEAP_YEAR_IND', 'type': 'varchar(1)'}, {'name': 'MERGE_TRANSFER_IND', 'type': 'varchar(1)'}, {'name': 'FISCAL_WEEK_DAY_NUM', 'type': 'integer'}, {'name': 'FISCAL_MONTH_DAY_NUM', 'type': 'integer'}, {'name': 'FISCAL_QUARTER_DAY_NUM', 'type': 'integer'}, {'name': 'FISCAL_MONTH_SEQ_NUM', 'type': 'integer'}, {'name': 'FISCAL_YEAR_END_DATE', 'type': 'date'}, {'name': 'DAY_LIGHT_SAVINGS', 'type': 'varchar(100)'}]",,,,,,,,,,date_dimension,s3://dev-multipass-pensieve/active/topics/topic=date_dimension/date_dimension.csv,,,,,,,,,,,,,
,"[{'name': 'area_id', 'primary': True, 'type': 'varchar(36)'}, {'name': 'name_p2area', 'type': 'varchar(160)'}, {'name': 'created_by_id', 'type': 'varchar(36)'}, {'name': 'created_date', 'type': 'varchar(36)'}, {'name': 'insert_update_datetime', 'type': 'varchar(36)'}, {'name': 'isdeleted', 'type': 'varchar(5)'}, {'name': 'last_modified_by_id', 'type': 'varchar(36)'}, {'name': 'last_modified_date', 'type': 'varchar(36)'}, {'name': 'last_referenced_date', 'type': 'varchar(36)'}, {'name': 'last_viewed_date', 'type': 'varchar(36)'}, {'name': 'market', 'type': 'varchar(510)'}, {'name': 'owner_id', 'type': 'varchar(36)'}, {'name': 'system_modstamp', 'type': 'varchar(36)'}]",,,,,,,,,,area_dimension,s3://dev-multipass-pensieve/active/topics/topic=area_dimension/area_dimension.csv,,,,,,,,,,,,,
P2_Task__c,,Id,,,String,,,,,,,,Salesforce,,task_id,,True,,,,,,,,
P2_Task__c,,LastModifiedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,True,last_modified_datetime,,,,True,,,,,,
P2_Task__c,,kafka_timestamp,,,Long,,True,,,,,,Salesforce,,data_warehouse_delivery_datetime,,,,True,,,,,,
Footage__c,,Id,,,String,,,,,,,,Salesforce,,footage_id,,True,,,,,,,,
Footage__c,,LastModifiedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,True,last_modified_datetime,,,,True,,,,,,
Footage__c,,kafka_timestamp,,,Long,,True,,,,,,Salesforce,,data_warehouse_delivery_datetime,,,,True,,,,,,
essbase_dma,,COMPOSITE_ID,,,String,,,,,,,,csv_history_upload,,COMPOSITE_ID,,True,,,,,,,,
essbase_dma,,FIBER_NODE_NAME,,,String,,,,,,,,csv_history_upload,,FIBER_NODE_NAME,,,,,,,,,True,
essbase_dma,,DMA_LONG_NAME,,,String,,,,,,,,csv_history_upload,,DMA_LONG_NAME,,,,,,,,,,
essbase_dma,,DMA_SHORT_NAME,,,String,,,,,,,,csv_history_upload,,DMA_SHORT_NAME,,,,,,,,,,
essbase_dma,,CMTS_FQDN,,,String,,,,,,,,csv_history_upload,,CMTS_FQDN,,,,,,,,,,
essbase_dma,,HUB_NAME,,,String,,,,,,,,csv_history_upload,,HUB_NAME,,,,,,,,,,
essbase_dma,,EXTRACT_DATE_TIME,,M/d/yyyy h:m:s a,DateTime,,,,True,,,,csv_history_upload,True,last_modified_datetime,,,,True,,,,,,
Purchase_Order_Reservation__c,,Id,,,String,,,,,,,,Salesforce,,purchase_order_reservation_id,Primary Key in Salesforce,True,,,,,,,,
Purchase_Order_Reservation__c,,LastModifiedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,True,last_modified_datetime,,,,True,,,,,,
Purchase_Order_Reservation__c,,PO__c,,,String,,,,,oracle_purchase_order,,,Salesforce,,oracle_purchase_order_id,,,,,,,,Salesforce,,Id
Purchase_Order_Reservation__c,,Labor_Estimate_Item__c,,,String,,,,,,,,Salesforce,,labor_estimate_item_id,,,,,,,,,True,
Purchase_Order_Reservation__c,,Invoice_Quantity_Pending__c,,,String,,,,,,,,Salesforce,,invoice_quantity_pending,,,,,,,,,,
Purchase_Order_Reservation__c,,kafka_timestamp,,,Long,,True,,,,,,Salesforce,,data_warehouse_delivery_datetime,,,,True,,,,,,
laborzonezip__c,,Id,,,String,,,,,,,,Salesforce,,labor_zone_to_zip_id,Primary Key in Salesforce,True,,,,,,,,
laborzonezip__c,,Active_Date__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,True,active_from_date,,,,,,,,,,
laborzonezip__c,,Labor_Zone__c,,,String,,,,,,,,Salesforce,,labor_zone_id,,,,,,,,,,
laborzonezip__c,,Name,,,String,,,,,,,,Salesforce,,zip_code,,,,,,,,,True,
laborzonezip__c,,kafka_timestamp,,,Long,,True,,,,,,Salesforce,,data_warehouse_delivery_datetime,,,,True,,,,,,
Permit__c,,Id,,,String,,,,,,,,Salesforce,,permit_id,Primary Key in Salesforce,True,,,,,,,,
Permit__c,,LastModifiedDate,,yyyy-MM-dd'T'HH:mm:ssX,DateTime,,,,True,,,,Salesforce,True,last_modified_datetime,,,,True,,,,,,
Permit__c,,Accepted_Date__c,,yyyy-MM-dd'T'HH:mm:ssX,Date,,,,True,,,,Salesforce,,accepted_date,,,,,,,,,,
Permit__c,,Application_Held_Date__c,,yyyy-MM-dd'T'HH:mm:ssX,DateTime,,,,True,,,,Salesforce,,application_held_date,,,,,,,,,,
Permit__c,,Application_Prepared__c,,yyyy-MM-dd'T'HH:mm:ssX,DateTime,,,,True,,,,Salesforce,,application_prepared_date,,,,,,,,,,
Permit__c,,Application_Submitted__c,,yyyy-MM-dd'T'HH:mm:ssX,DateTime,,,,True,,,,Salesforce,,application_submitted_date,,,,,,,,,,
Permit__c,,Approved_Date__c,,yyyy-MM-dd'T'HH:mm:ssX,DateTime,,,,True,,,,Salesforce,,approved_date,,,,,,,,,,
Permit__c,,Assigned_Date__c,,yyyy-MM-dd'T'HH:mm:ssX,Date,,,,True,,,,Salesforce,,assigned_date,,,,,,,,,,
Permit__c,,Paid_Date__c,,yyyy-MM-dd'T'HH:mm:ssX,Date,,,,True,,,,Salesforce,,application_fee_paid_date,,,,,,,,,,
Permit__c,,Business_Partner__c,,,String,,,,,,,,Salesforce,,business_partner_name,,,,,,,,,,
Permit__c,,Comments__c,,,String,,,,,,,,Salesforce,,comments,,,,,,,,,,
Permit__c,,Completed_Date__c,,yyyy-MM-dd'T'HH:mm:ssX,DateTime,,,,True,,,,Salesforce,,completed_date,,,,,,,,,,
Permit__c,,CreatedDate,,yyyy-MM-dd'T'HH:mm:ssX,DateTime,,,,True,,,,Salesforce,True,created_date,,,,True,,,,,,
Permit__c,,Expected_Date__c,,yyyy-MM-dd'T'HH:mm:ssX,Date,,,,True,,,,Salesforce,,expected_permit_receive_date,,,,,,,,,,
Permit__c,,Expiration_Date__c,,yyyy-MM-dd'T'HH:mm:ssX,Date,,,,True,,,,Salesforce,,expiration_date,,,,,,,,,,
Permit__c,,Info_Provided_Date__c,,yyyy-MM-dd'T'HH:mm:ssX,Date,,,,True,,,,Salesforce,,information_provided_date,,,,,,,,,,
Permit__c,,Inspection_Failed_Date__c,,yyyy-MM-dd'T'HH:mm:ssX,Date,,,,True,,,,Salesforce,,inspection_failed_date,,,,,,,,,,
Permit__c,,Jurisdictions__c,,,String,,,,,,,,Salesforce,,jurisdictions,,,,,,,,,,
Permit__c,,Name,,,String,,,,,,,,Salesforce,,permit_name,,,,,,,,,True,
Permit__c,,Permit_Number__c,,,String,,,,,,,,Salesforce,,permit_number,,,,,,,,,,
Permit__c,,Permit_Received_Date__c,,yyyy-MM-dd'T'HH:mm:ssX,DateTime,,,,True,,,,Salesforce,,permit_received_date,,,,,,,,,,
Permit__c,,Pole_Count__c,,,Integer,,,,,,,,Salesforce,,total_number_of_poles,,,,,,,,,,
Permit__c,,Ready_For_Inspection_Date__c,,yyyy-MM-dd'T'HH:mm:ssX,Date,,,,True,,,,Salesforce,,ready_for_inspection_date,,,,,,,,,,
Permit__c,,Rejected_Date__c,,yyyy-MM-dd'T'HH:mm:ssX,Date,,,,True,,,,Salesforce,,rejected_date,,,,,,,,,,
Permit__c,,Status__c,,,String,,,,,,,,Salesforce,,status,,,,,,,,,,
Permit__c,,Sub_Status__c,,,String,,,,,,,,Salesforce,,permitting_stage,,,,,,,,,,
Permit__c,,Type__c,,,String,,,,,,,,Salesforce,,permit_type,,,,,,,,,,
Permit__c,,Utility__c,,,String,,,,,,,,Salesforce,,utility,,,,,,,,,,
Permit__c,,kafka_timestamp,,,Long,,True,,,,,,Salesforce,,data_warehouse_delivery_datetime,,,,True,,,,,,
National_Labor_Rates__c,,Id,,,String,,,,,,,,Salesforce,,national_labor_rates_id,Primary Key in Salesforce,True,,,,,,,,
National_Labor_Rates__c,,Effective_Start_Date__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,active_from_date,,,,,,,,,,
National_Labor_Rates__c,,Effective_Stop_Date__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,active_to_date,,,,,,,,,,
National_Labor_Rates__c,,LastModifiedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,True,last_modified_datetime,,,,True,,,,,,
National_Labor_Rates__c,,Name,,,String,,,,,,,,Salesforce,,labor_code,,,,,,,,,True,
National_Labor_Rates__c,,BP_Name__c,,,String,,,,,,,,Salesforce,,business_partner_name,,,,,,,,,,
National_Labor_Rates__c,,Cost__c,,,Float,,,,,,,,Salesforce,,cost,,,,,,,,,,
National_Labor_Rates__c,,UOM__c,,,String,,,,,,,,Salesforce,,unit_of_measure,,,,,,,,,,
National_Labor_Rates__c,,Labor_Zone__c,,,String,,,,,,,,Salesforce,,labor_zone_id,,,,,,,,,,
National_Labor_Rates__c,,kafka_timestamp,,,Long,,True,,,,,,Salesforce,,data_warehouse_delivery_datetime,,,,True,,,,,,
Address__c,,CreatedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,created_datetime,,,,,,,,,,
Address__c,,Id,,,String,,,,,,,,Salesforce,,address_id,,True,,,,,,,,
Address__c,,LastModifiedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,True,last_modified_datetime,,,,True,,,,,,
Address__c,,City__c,,,String,,,,,,,,Salesforce,,city,,,,,,,,,,
Address__c,,CreatedById,,,String,,,,,user,,,Salesforce,,created_by_id,,,True,,,,,Salesforce,,Id
Address__c,,GeoLocation__c,,,String,,,,,,,,Salesforce,,geo_location,,,,,,,,,,
Address__c,,Hookup_Type__c,,,String,,,,,,,,Salesforce,,hookup_type,,,,,,,,,,
Address__c,,Job__c,,,String,,,,,job,,,Salesforce,,job_id,,,,,,,,Salesforce,,Id
Address__c,,LastModifiedById,,,String,,,,,user,,,Salesforce,,last_modified_by_id,,,True,True,,,,Salesforce,,Id
Address__c,,Lat__c,,,String,,,,,,,,Salesforce,,latitude,,,,,,,,,,
Address__c,,Long__c,,,String,,,,,,,,Salesforce,,longitude,,,,,,,,,,
Address__c,,Name,,,String,,,,,,,,Salesforce,,canonical_address_id,,,,,Id,,,,True,
Address__c,,P2_ID__c,,,String,,,,,,,,Salesforce,,p2_id,,,,,,,,,,
Address__c,,P2_Ready_Status__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,p2_ready_status,,,,,,,,,,
Address__c,,P2_Stage__c,,,String,,,,,,,,Salesforce,,p2_stage,,,,,,,,,,
Address__c,,P2_Status__c,,,String,,,,,,,,Salesforce,,p2_status,,,,,,,,,,
Address__c,,State__c,,,String,,,,,,,,Salesforce,,state,,,,,,,,,,
Address__c,,Street_Address__c,,,String,,,,,,,,Salesforce,,street_address,,,,,,,,,,
Address__c,,Type__c,,,String,,,,,,,,Salesforce,,type,,,,,,,,,,
Address__c,,Unit_Type__c,,,String,,,,,,,,Salesforce,,unit_type,,,,,,,,,,
Address__c,,Unit_Value__c,,,String,,,,,,,,Salesforce,,unit_value,,,,,,,,,,
Address__c,,Zip_Code__c,,,String,,,,,,,,Salesforce,,zip_code,,,,,,,,,,
Address__c,,kafka_timestamp,,,Long,,True,,,,,,Salesforce,,data_warehouse_delivery_datetime,,,,True,,,,,,
job,,Id,,,String,,,,,,,,Salesforce,,salesforce_id,Primary Key in Salesforce,True,,,,,,,,
job,,LastModifiedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,True,last_modified_date,Last Modified Date in Salesforce,,,True,,,,,,
job,,CreatedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,salesforce_created_date,Last Modified Date in Salesforce,,,,,,,,,
task,,Job__c,,,String,,,,,job,,,Salesforce,,job,Job relation,,,,,,,Salesforce,,Id
task,,Name,,,String,,,,,,,,Salesforce,,task_name,Job Name,,,,Id,,,,True,
Footage_Passings_Detail__c,,CreatedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,created_datetime,,,,,,,,,,
Footage_Passings_Detail__c,,Id,,,String,,,,,,,,Salesforce,,footage_passings_detail_id,,True,,,,,,,,
Footage_Passings_Detail__c,,IsDeleted,,,Boolean,,,,,,,,Salesforce,,is_deleted,,,,,,,,,,
Footage_Passings_Detail__c,,LastActivityDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,Date,,,,True,,,,Salesforce,,last_activity_date,,,,,,,,,,
Footage_Passings_Detail__c,,LastModifiedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,True,last_modified_datetime,,,,True,,,,,,
Footage_Passings_Detail__c,,LastReferencedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,Date,,,,True,,,,Salesforce,,last_referenced_date,,,,True,,,,,,
Footage_Passings_Detail__c,,LastViewedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,Date,,,,True,,,,Salesforce,,last_viewed_date,,,,True,,,,,,
Footage_Passings_Detail__c,,Location__Latitude__s,,,Float,True,,,,,,,Salesforce,,location_latitude,,,,,,1,,,,
Footage_Passings_Detail__c,,Location__Longitude__s,,,Float,True,,,,,,,Salesforce,,location_longitude,,,,,,1,,,,
Footage_Passings_Detail__c,,PS_Location__Latitude__s,,,Float,,,,,,,,Salesforce,,powersupply_location_latitude,,,,,,,,,,
Footage_Passings_Detail__c,,PS_Location__Longitude__s,,,Float,,,,,,,,Salesforce,,powersupply_location_longitude,,,,,,,,,,
Footage_Passings_Detail__c,,SystemModstamp,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,systemmodstamp_datetime,,,,True,,,,,,
Footage_Passings_Detail__c,,Added_Aerial_Coax_GT_715__c,,,Float,,,,,,,,Salesforce,,added_aerial_coax_greater_than_715,,,,,,,,,,
Footage_Passings_Detail__c,,Added_Aerial_Coax_LT_715__c,,,Float,,,,,,,,Salesforce,,added_aerial_coax_lesser_than_715,,,,,,,,,,
Footage_Passings_Detail__c,,Added_Underground_Coax_GT_715__c,,,Float,,,,,,,,Salesforce,,added_underground_coax_greater_than_715,,,,,,,,,,
Footage_Passings_Detail__c,,Added_Underground_Coax_LT_715__c,,,Float,,,,,,,,Salesforce,,added_underground_coax_lesser_than_715,,,,,,,,,,
Footage_Passings_Detail__c,,Aerial_Commercial_Passings__c,,,Integer,,,,,,,,Salesforce,,aerial_commercial_passings,,,,,,,,,,
Footage_Passings_Detail__c,,Aerial_MDU_Passings__c,,,Integer,,,,,,,,Salesforce,,aerial_multiple_dwelling_unit_passings,,,,,,,,,,
Footage_Passings_Detail__c,,Aerial_Residential_Passings__c,,,Integer,,,,,,,,Salesforce,,aerial_residential_passings,,,,,,,,,,
Footage_Passings_Detail__c,,Child_Node_10__c,,,String,,,,,,,,Salesforce,,child_node_10,,,,,,,,,,
Footage_Passings_Detail__c,,Child_Node_12__c,,,String,,,,,,,,Salesforce,,child_node_12,,,,,,,,,,
Footage_Passings_Detail__c,,Conduit_Only_Footage__c,,,Float,,,,,,,,Salesforce,,conduit_only_footage,,,,,,,,,,
Footage_Passings_Detail__c,,CreatedById,,,String,,,,,user,,,Salesforce,,createdbyid,,,True,,,,,Salesforce,,Id
Footage_Passings_Detail__c,,Detail_Type__c,,,String,,,,,,,,Salesforce,,detail_type,,,,,,,,,,
Footage_Passings_Detail__c,,Document_Type__c,,,String,,,,,,,,Salesforce,,document_type,,,,,,,,,,
Footage_Passings_Detail__c,,Existing_UG_Route_New_Coax__c,,,Float,,,,,,,,Salesforce,,existing_underground_route_new_coax,,,,,,,,,,
Footage_Passings_Detail__c,,Existing_UG_Route_New_Fiber__c,,,Float,,,,,,,,Salesforce,,existing_underground_route_new_fiber,,,,,,,,,,
Footage_Passings_Detail__c,,Inside_Footage__c,,,Float,,,,,,,,Salesforce,,inside_footage,,,,,,,,,,
Footage_Passings_Detail__c,,Job__c,,,String,,,,,job,,,Salesforce,,job_id,,,,,,,,Salesforce,,Id
Footage_Passings_Detail__c,,LastModifiedById,,,String,,,,,user,,,Salesforce,,last_modified_by_id,,,True,True,,,,Salesforce,,Id
Footage_Passings_Detail__c,,Latitude__c,,,Float,,,,,,,,Salesforce,,latitude,,,,,,,,,,
Footage_Passings_Detail__c,,Location__c,,,String,,,,,,,,Salesforce,,location,,,,,,,,,,
Footage_Passings_Detail__c,,Location_Latitude__c,,,Float,True,,,,,,,Salesforce,,location_latitude,,,,,,0,,,,
Footage_Passings_Detail__c,,Location_Longitude__c,,,Float,True,,,,,,,Salesforce,,location_longitude,,,,,,0,,,,
Footage_Passings_Detail__c,,Longitude__c,,,Float,,,,,,,,Salesforce,,longitude,,,,,,,,,,
Footage_Passings_Detail__c,,Name,,,String,,,,,,,,Salesforce,,canonical_footage_passings_detail_id,,,,,Id,,,,True,
Footage_Passings_Detail__c,,New_Aerial_Coax__c,,,Float,,,,,,,,Salesforce,,new_aerial_coax,,,,,,,,,,
Footage_Passings_Detail__c,,New_Aerial_Coax_GT_715__c,,,Float,,,,,,,,Salesforce,,new_aerial_coax_greater_than_715,,,,,,,,,,
Footage_Passings_Detail__c,,New_Aerial_Coax_LT_715__c,,,Float,,,,,,,,Salesforce,,new_aerial_coax_lesser_than_715,,,,,,,,,,
Footage_Passings_Detail__c,,New_Aerial_Fiber__c,,,Float,,,,,,,,Salesforce,,new_aerial_fiber,,,,,,,,,,
Footage_Passings_Detail__c,,New_Amplifier__c,,,Float,,,,,,,,Salesforce,,new_amplifier,,,,,,,,,,
Footage_Passings_Detail__c,,New_Node_10__c,,,String,,,,,,,,Salesforce,,new_node_10,,,,,,,,,,
Footage_Passings_Detail__c,,New_Node_12__c,,,String,,,,,,,,Salesforce,,new_node_12,,,,,,,,,,
Footage_Passings_Detail__c,,New_Underground_Coax__c,,,Float,,,,,,,,Salesforce,,new_underground_coax,,,,,,,,,,
Footage_Passings_Detail__c,,New_Underground_Coax_GT_715__c,,,Float,,,,,,,,Salesforce,,new_underground_coax_greater_than_715,,,,,,,,,,
Footage_Passings_Detail__c,,New_Underground_Coax_LT_715__c,,,Float,,,,,,,,Salesforce,,new_underground_coax_lesser_than_715,,,,,,,,,,
Footage_Passings_Detail__c,,New_Underground_Fiber__c,,,Float,,,,,,,,Salesforce,,new_underground_fiber,,,,,,,,,,
Footage_Passings_Detail__c,,Node_Housing__c,,,String,,,,,,,,Salesforce,,node_housing,,,,,,,,,,
Footage_Passings_Detail__c,,Node_Name__c,,,String,,,,,,,,Salesforce,,node_name,,,,,,,,,,
Footage_Passings_Detail__c,,Node_Segment__c,,,String,,,,,,,,Salesforce,,node_segment,,,,,,,,,,
Footage_Passings_Detail__c,,Overlash_Coax__c,,,Float,,,,,,,,Salesforce,,overlash_coax,,,,,,,,,,
Footage_Passings_Detail__c,,Overlash_Fiber__c,,,Float,,,,,,,,Salesforce,,overlash_fiber,,,,,,,,,,
Footage_Passings_Detail__c,,OwnerId,,,String,,,,,,,,Salesforce,,ownerid,,,,,,,,,,
Footage_Passings_Detail__c,,P2_JOB_ID__c,,,String,,,,,,,,Salesforce,,p2_job_id,,,,,,,,,,
Footage_Passings_Detail__c,,PS_Address__c,,,String,,,,,,,,Salesforce,,powersupply_address,,,,,,,,,,
Footage_Passings_Detail__c,,PS_Change_Type__c,,,String,,,,,,,,Salesforce,,powersupply_change_type,,,,,,,,,,
Footage_Passings_Detail__c,,PS_Design_Load__c,,,Float,,,,,,,,Salesforce,,powersupply_design_load,,,,,,,,,,
Footage_Passings_Detail__c,,PS_Latitude__c,,,Float,,,,,,,,Salesforce,,powersupply_latitude,,,,,,,,,,
Footage_Passings_Detail__c,,PS_Location__c,,,String,,,,,,,,Salesforce,,powersupply_location,,,,,,,,,,
Footage_Passings_Detail__c,,PS_Longitude__c,,,Float,,,,,,,,Salesforce,,powersupply_longitude,,,,,,,,,,
Footage_Passings_Detail__c,,PS_Name__c,,,String,,,,,,,,Salesforce,,powersupply_name,,,,,,,,,,
Footage_Passings_Detail__c,,PS_Pole_Ped_Id__c,,,String,,,,,,,,Salesforce,,powersupply_pole_ped_id,,,,,,,,,,
Footage_Passings_Detail__c,,PS_Required__c,,,String,,,,,,,,Salesforce,,powersupply_required,,,,,,,,,,
Footage_Passings_Detail__c,,PS_Size__c,,,String,,,,,,,,Salesforce,,powersupply_size,,,,,,,,,,
Footage_Passings_Detail__c,,PS_Standby__c,,,String,,,,,,,,Salesforce,,powersupply_standby,,,,,,,,,,
Footage_Passings_Detail__c,,RecordTypeId,,,String,,,,,,,,Salesforce,,record_type_id,,,,,,,,,,
Footage_Passings_Detail__c,,RF_Node_Active_Ports__c,,,Integer,,,,,,,,Salesforce,,rf_node_active_ports,,,,,,,,,,
Footage_Passings_Detail__c,,RF_Node_Max_Ports__c,,,Integer,,,,,,,,Salesforce,,rf_node_max_ports,,,,,,,,,,
Footage_Passings_Detail__c,,RPD_Name__c,,,String,,,,,,,,Salesforce,,rpd_name,,,,,,,,,,
Footage_Passings_Detail__c,,Total_Aerial_Plant_Feet__c,,,Float,,,,,,,,Salesforce,,total_aerial_plant_feet,,,,,,,,,,
Footage_Passings_Detail__c,,Total_Feet__c,,,Integer,,,,,,,,Salesforce,,total_feet,,,,,,,,,,
Footage_Passings_Detail__c,,Total_Passings__c,,,Integer,,,,,,,,Salesforce,,total_passings,,,,,,,,,,
Footage_Passings_Detail__c,,Total_Plant_Feet__c,,,Integer,,,,,,,,Salesforce,,total_plant_feet,,,,,,,,,,
Footage_Passings_Detail__c,,Total_UG_Plant_Feet__c,,,Float,,,,,,,,Salesforce,,total_underground_plant_feet,,,,,,,,,,
Footage_Passings_Detail__c,,Underground_Commercial_Passings__c,,,Integer,,,,,,,,Salesforce,,underground_commercial_passings,,,,,,,,,,
Footage_Passings_Detail__c,,Underground_MDU_Passings__c,,,Integer,,,,,,,,Salesforce,,underground_multiple_dwelling_unit_passings,,,,,,,,,,
Footage_Passings_Detail__c,,Underground_Residential_Passings__c,,,Integer,,,,,,,,Salesforce,,underground_residential_passings,,,,,,,,,,
Footage_Passings_Detail__c,,Upgrade_Existing_Amplifier__c,,,Float,,,,,,,,Salesforce,,upgrade_existing_amplifier,,,,,,,,,,
Footage_Passings_Detail__c,,kafka_timestamp,,,Long,,True,,,,,,Salesforce,,data_warehouse_delivery_datetime,,,,True,,,,,,
multipass-material-estimate,,bom_type,,,String,,,,,,,,Multipass,,bill_of_material_type,,,,,,,,,,
multipass-material-estimate,,carried_by_warehouse,,,Boolean,,,,,,,,Multipass,,is_carried_by_warehouse,,,,,,,,,,
multipass-material-estimate,,quantity,,,Integer,,,,,,,,Multipass,,quantity,,,,,,,,,,
multipass-material-estimate,,warehouse_code,,,String,,,,,,,,Multipass,,warehouse_code,,,,,,,,,,
multipass-material-estimate,,cifa_number,,,String,,,,,,,,Multipass,,cifa_number,,,,,,,,,,
multipass-material-estimate,,description,,,String,,,,,,,,Multipass,,description,,,,,,,,,,
